id,date,month,day,year,country_name,landslide_type,trigger
4866,5/15/13,,,,United States,Mudslide,Rain
4868,5/19/13,,,,United States,Landslide,Rain
4871,5/22/13,,,21:30:00,United States,Landslide,Rain
4872,5/22/13,,,1:13,United States,Rockfall,Rain
4874,5/26/13,,,,Mexico,Landslide,Rain
4877,5/27/13,,,,United States,Landslide,Rain
4879,5/28/13,,,,Panama,Landslide,Downpour
4880,5/28/13,,,,Panama,Landslide,Downpour
4881,5/28/13,,,,Panama,Landslide,Downpour
4884,5/29/13,,,Early morning,United States,Landslide,Downpour
4886,5/29/13,,,,United States,Mudslide,Downpour
4890,5/31/13,,,,Ecuador,Landslide,Downpour
4893,06/01/2013,,,,United States,Mudslide,Rain
4902,06/06/2013,,,10:00:00,United States,Mudslide,Downpour
4907,06/07/2013,,,,United States,Mudslide,Tropical cyclone
4909,06/10/2013,,,19:30:00,United States,Mudslide,Downpour
4918,6/13/13,,,,United States,Mudslide,Rain
4919,6/14/13,,,Morning,Trinidad and Tobago,Landslide,Downpour
4922,6/16/13,,,0:00:00,United States,Mudslide,Rain
4935,6/17/13,,,4:30:00,United States,Mudslide,Downpour
4961,6/18/13,,,,United States,Landslide,Rain
4971,6/23/13,,,3:20:00,United States,Mudslide,Downpour
4972,6/23/13,,,,United States,Mudslide,Downpour
4973,6/24/13,,,9:00:00,United States,Mudslide,Downpour
4977,6/24/13,,,,United States,Landslide,Rain
4980,6/25/13,,,10:30:00,United States,Rockfall,Downpour
4985,6/26/13,,,8:00:00,United States,Mudslide,Downpour
4986,6/26/13,,,Late afternoon,United States,Mudslide,Downpour
4989,6/27/13,,,18:00:00,United States,Mudslide,Downpour
4992,6/27/13,,,,United States,Mudslide,Rain
4994,6/28/13,,,20:45:00,United States,Mudslide,Downpour
4998,6/29/13,,,,United States,Landslide,Unknown
5003,07/01/2013,,,Night,United States,Mudslide,Downpour
5004,07/01/2013,,,Night,United States,Mudslide,Downpour
5008,07/01/2013,,,,United States,Landslide,Downpour
5009,07/01/2013,,,,United States,Landslide,Downpour
5010,07/01/2013,,,,United States,Landslide,Downpour
5018,07/03/2013,,,Night,United States,Landslide,Rain
5019,07/04/2013,,,21:00:00,United States,Landslide,Flooding
5020,07/04/2013,,,23:30:00,United States,Mudslide,Rain
5025,07/04/2013,,,,United States,Landslide,Continuous rain
5026,07/04/2013,,,,United States,Landslide,Downpour
5027,07/04/2013,,,,United States,Landslide,Downpour
5028,07/04/2013,,,,United States,Landslide,Downpour
5029,07/04/2013,,,,United States,Landslide,Downpour
5030,07/04/2013,,,,United States,Landslide,Downpour
5031,07/04/2013,,,,United States,Landslide,Rain
5033,07/05/2013,,,2:30:00,United States,Landslide,Downpour
5035,07/05/2013,,,23:30:00,United States,Landslide,Downpour
5038,07/06/2013,,,15:15:00,United States,Landslide,Downpour
5041,07/06/2013,,,Night,United States,Mudslide,Downpour
5042,07/06/2013,,,Night,United States,Mudslide,Downpour
5046,07/06/2013,,,,United States,Mudslide,Rain
5048,07/07/2013,,,Morning,United States,Mudslide,Continuous rain
5055,07/07/2013,,,,United States,Landslide,Downpour
5059,07/08/2013,,,15:00:00,United States,Mudslide,Downpour
5060,07/08/2013,,,Morning,United States,Mudslide,Downpour
5061,07/08/2013,,,,United States,Landslide,Unknown
5067,07/09/2013,,,,Cuba,Landslide,Downpour
5070,07/10/2013,,,13:30:00,United States,Mudslide,Rain
5071,07/10/2013,,,Afternoon,United States,Mudslide,Rain
5077,07/10/2013,,,,United States,Mudslide,Downpour
5078,07/11/2013,,,,United States,Landslide,Rain
5080,07/12/2013,,,15:25:00,United States,Mudslide,Downpour
5081,07/12/2013,,,16:00:00,United States,Landslide,Downpour
5083,07/12/2013,,,Afternoon,United States,Debris flow,Rain
5089,07/12/2013,,,,United States,Mudslide,Downpour
5090,07/12/2013,,,,United States,Mudslide,Rain
5104,7/14/13,,,,United States,Mudslide,Rain
5105,7/15/13,,,Night,United States,Landslide,Rain
5109,7/16/13,,,18:00:00,United States,Mudslide,Rain
5110,7/16/13,,,18:00:00,United States,Mudslide,Downpour
5111,7/16/13,,,19:45:00,United States,Mudslide,Rain
5113,7/16/13,,,Late night,United States,Mudslide,Rain
5114,7/16/13,,,Late night,United States,Mudslide,Rain
5115,7/16/13,,,Night,United States,Mudslide,Downpour
5116,7/16/13,,,Night,United States,Mudslide,Downpour
5121,7/17/13,,,16:00:00,United States,Mudslide,Downpour
5124,7/17/13,,,,United States,Mudslide,Downpour
5125,7/18/13,,,Afternoon,United States,Debris flow,Downpour
5127,7/18/13,,,,United States,Landslide,Rain
5128,7/18/13,,,,Colombia,Landslide,Downpour
5131,7/18/13,,,,United States,Mudslide,Downpour
5132,7/18/13,,,,United States,Mudslide,Downpour
5133,7/18/13,,,,United States,Mudslide,Downpour
5134,7/18/13,,,,United States,Mudslide,Downpour
5137,7/19/13,,,,United States,Landslide,Downpour
5141,7/20/13,,,15:00:00,United States,Mudslide,Rain
5156,7/22/13,,,Late morning,United States,Mudslide,Downpour
5172,7/23/13,,,,United States,Landslide,Rain
5173,7/23/13,,,,United States,Landslide,Rain
5174,7/23/13,,,,United States,Landslide,Downpour
5175,7/23/13,,,,United States,Landslide,Downpour
5185,7/24/13,,,,United States,Mudslide,Downpour
5186,7/24/13,,,,United States,Landslide,Downpour
5188,7/25/13,,,4:55:00,United States,Mudslide,Rain
5190,7/25/13,,,10:00:00,United States,Landslide,Downpour
5191,7/25/13,,,15:25:00,United States,Mudslide,Downpour
5192,7/25/13,,,15:30:00,Colombia,Rockfall,Rain
5212,7/27/13,,,Night,United States,Mudslide,Rain
5216,7/27/13,,,,United States,Landslide,Rain
5219,7/28/13,,,6:15:00,United States,Mudslide,Downpour
5221,7/28/13,,,17:15:00,United States,Mudslide,Downpour
5229,7/28/13,,,,United States,Debris flow,Downpour
5242,7/31/13,,,Night,United States,Mudslide,Rain
5243,7/31/13,,,Night,United States,Mudslide,Rain
5245,08/01/2013,,,Early morning,United States,Landslide,Rain
5246,08/01/2013,,,Early morning,Panama,Mudslide,Downpour
5248,08/01/2013,,,,United States,Mudslide,Downpour
5249,08/01/2013,,,,United States,Debris flow,Rain
5299,08/09/2013,,,Night,United States,Debris flow,Rain
5318,8/13/13,,,16:58:00,United States,Mudslide,Downpour
5319,8/13/13,,,Afternoon,United States,Landslide,Downpour
5345,8/17/13,,,,United States,Landslide,Tropical cyclone
5350,8/18/13,,,Afternoon,United States,Debris flow,Downpour
5351,8/18/13,,,Afternoon,United States,Debris flow,Downpour
5385,8/22/13,,,23:30:00,United States,Mudslide,Downpour
5387,8/23/13,,,10:00:00,United States,Mudslide,Downpour
5389,8/23/13,,,Afternoon,United States,Mudslide,Downpour
5390,8/23/13,,,Morning,United States,Debris flow,Downpour
5397,8/24/13,,,,United States,Mudslide,Rain
5400,8/25/13,,,18:00:00,United States,Mudslide,Tropical cyclone
5403,8/26/13,,,20:20:00,Mexico,Landslide,Tropical cyclone
5405,8/26/13,,,,Mexico,Landslide,Tropical cyclone
5406,8/26/13,,,,Mexico,Landslide,Downpour
5408,8/27/13,,,,Costa Rica,Landslide,Downpour
5411,8/28/13,,,Night,United States,Rockfall,Downpour
5415,8/29/13,,,0:05:00,Honduras,Landslide,Downpour
5418,8/29/13,,,Afternoon,United States,Debris flow,Downpour
5419,8/30/13,,,Afternoon,United States,Debris flow,Downpour
5420,8/30/13,,,Night,United States,Mudslide,Rain
5432,09/02/2013,,,20:30:00,United States,Mudslide,Downpour
5433,09/02/2013,,,20:30:00,United States,Mudslide,Downpour
5434,09/02/2013,,,20:30:00,United States,Mudslide,Downpour
5435,09/02/2013,,,evening,United States,Mudslide,Downpour
5436,09/02/2013,,,evening,United States,Mudslide,Downpour
5440,09/02/2013,,,Night,United States,Mudslide,Downpour
5451,09/05/2013,,,18:30:00,United States,Mudslide,Downpour
5474,09/06/2013,,,,United States,Mudslide,Downpour
5475,09/07/2013,,,0:13:00,Guatemala,Landslide,Earthquake
5477,09/07/2013,,,Afternoon,United States,Debris flow,Downpour
5478,09/07/2013,,,Afternoon,United States,Debris flow,Downpour
5479,09/07/2013,,,evening,United States,Debris flow,Downpour
5481,09/07/2013,,,,United States,Landslide,Downpour
5483,09/08/2013,,,16:45:00,United States,Landslide,Downpour
5486,09/09/2013,,,Night,Mexico,Landslide,Downpour
5489,09/10/2013,,,7:30:00,United States,Landslide,Rain
5496,09/11/2013,,,Night,United States,Rockfall,Downpour
5497,09/11/2013,,,Night,United States,Mudslide,Downpour
5498,09/11/2013,,,Night,United States,Debris flow,Downpour
5501,09/12/2013,,,1:00:00,United States,Landslide,Rain
5502,09/12/2013,,,6:40:00,United States,Mudslide,Downpour
5503,09/12/2013,,,evening,United States,Mudslide,Downpour
5504,09/12/2013,,,evening,United States,Mudslide,Downpour
5506,09/12/2013,,,Night,United States,Mudslide,Downpour
5507,09/12/2013,,,Night,United States,Mudslide,Downpour
5508,09/12/2013,,,Night,United States,Mudslide,Rain
5509,09/12/2013,,,,United States,Landslide,Rain
5510,09/12/2013,,,,United States,Landslide,Rain
5511,09/12/2013,,,,United States,Mudslide,Downpour
5512,09/12/2013,,,,United States,Mudslide,Downpour
5513,09/12/2013,,,,United States,Mudslide,Downpour
5514,09/12/2013,,,,United States,Mudslide,Downpour
5515,09/12/2013,,,,United States,Mudslide,Downpour
5516,09/12/2013,,,,United States,Mudslide,Downpour
5517,09/12/2013,,,,United States,Mudslide,Downpour
5518,09/12/2013,,,,United States,Mudslide,Downpour
5519,09/12/2013,,,,United States,Mudslide,Downpour
5520,09/12/2013,,,,United States,Mudslide,Downpour
5521,09/12/2013,,,,United States,Mudslide,Downpour
5522,09/12/2013,,,,United States,Mudslide,Downpour
5523,9/13/13,,,14:25:00,United States,Landslide,Downpour
5524,9/14/13,,,23:00:00,United States,Mudslide,Downpour
5525,9/14/13,,,Afternoon,United States,Mudslide,Rain
5526,9/14/13,,,,Mexico,Landslide,Tropical cyclone
5527,9/15/13,,,,Mexico,Landslide,Tropical cyclone
5528,9/15/13,,,,Mexico,Landslide,Tropical cyclone
5529,9/15/13,,,,United States,Landslide,Tropical cyclone
5530,9/15/13,,,,Mexico,Mudslide,Downpour
5532,9/16/13,,,8:00:00,Mexico,Landslide,Tropical cyclone
5534,9/16/13,,,15:30,Mexico,Mudslide,Tropical cyclone
5538,9/16/13,,,,Mexico,Landslide,Downpour
5539,9/16/13,,,,Mexico,Landslide,Tropical cyclone
5540,9/16/13,,,,Costa Rica,Landslide,Tropical cyclone
5541,9/16/13,,,,Costa Rica,Landslide,Tropical cyclone
5542,9/16/13,,,,Mexico,Landslide,Tropical cyclone
5543,9/16/13,,,,Mexico,Mudslide,Tropical cyclone
5544,9/18/13,,,21:30:00,United States,Landslide,Mining digging
5545,9/19/13,,,17:30:00,United States,Debris flow,Downpour
5546,9/19/13,,,17:30:00,United States,Mudslide,Downpour
5547,9/19/13,,,17:30:00,United States,Mudslide,Downpour
5560,9/29/13,,,,United States,Landslide,Continuous rain
5561,9/29/13,,,,United States,Landslide,Downpour
5562,9/29/13,,,,Panama,Landslide,Downpour
5564,9/30/13,,,11:00:00,United States,Landslide,Unknown
5566,9/30/13,,,,United States,Landslide,Continuous rain
5571,10/03/2013,,,,Costa Rica,Landslide,Mining digging
5576,10/05/2013,,,Night,United States,Mudslide,Downpour
5577,10/05/2013,,,Night,United States,Mudslide,Downpour
5590,10/08/2013,,,11:30:00,United States,Landslide,Unknown
5591,10/08/2013,,,Morning,Costa Rica,Landslide,Rain
5640,11/14/13,,,,Trinidad and Tobago,Landslide,Downpour
5641,11/14/13,,,,Trinidad and Tobago,Landslide,Downpour
5653,11/20/13,,,Night,United States,Mudslide,Unknown
5663,11/27/13,,,9:00:00,United States,Mudslide,Unknown
5675,12/06/2013,,,16:00:00,United States,Mudslide,Downpour
5677,12/06/2013,,,,United States,Landslide,Other
5678,12/07/2013,,,2:30:00,United States,Mudslide,Downpour
5680,12/07/2013,,,,United States,Mudslide,Downpour
5684,12/10/2013,,,Morning,United States,Mudslide,Downpour
5690,12/11/2013,,,,Trinidad and Tobago,Mudslide,Rain
5691,12/12/2013,,,Night,United States,Rockfall,Freeze thaw
5693,12/16/13,,,,Mexico,Landslide,Continuous rain
5697,12/19/13,,,16:15:00,United States,Mudslide,Rain
5704,12/21/13,,,7:00:00,United States,Landslide,Unknown
5705,12/21/13,,,16:15:00,United States,Landslide,Unknown
5709,12/22/13,,,Morning,United States,Mudslide,Rain
5715,12/24/13,,,2:00:00,Dominica,Mudslide,Downpour
5718,12/24/13,,,Night,Saint Lucia,Landslide,Downpour
5719,12/24/13,,,Night,Saint Vincent and the Grenadines,Landslide,Downpour
5720,12/24/13,,,,Dominica,Landslide,Downpour
5721,12/24/13,,,,Dominica,Landslide,Downpour
5730,12/27/13,,,,United States,Landslide,Unknown
5731,12/28/13,,,2:00:00,Mexico,Mudslide,Downpour
5732,12/28/13,,,17:30:00,United States,Snow avalanche,Other
5735,12/30/13,,,22:00:00,United States,Landslide,Unknown
5743,01/02/2014,,,****,United States,Landslide,Unknown
5744,01/02/2014,,,,United States,Landslide,unknown
5754,01/07/2014,,,Morning,Dominica,Landslide,unknown
5777,1/14/14,,,Morning,United States,Landslide,unknown
5785,1/14/14,,,Morning,United States,Landslide,unknown
5841,02/05/2014,,,Morning,United States,Landslide,Rain
5842,02/05/2014,,,8:30:00,United States,Mudslide,unknown
5859,02/11/2014,,,,United States,Snow avalanche,unknown
5868,2/14/14,,,,Colombia,Landslide,Downpour
5871,2/15/14,,,,Bermuda,Landslide,Downpour
5888,2/21/14,,,,United States,Mudslide,Continuous rain
5893,2/22/14,,,Morning,United States,Mudslide,Snowfall snowmelt
5896,2/23/14,,,,United States,Mudslide,Snowfall snowmelt
5903,2/27/14,,,,United States,Landslide,Downpour
5915,03/03/2014,,,Morning,United States,Mudslide,Snowfall snowmelt
5917,03/04/2014,,,,United States,Mudslide,Continuous rain
5944,03/12/2014,,,15:00:00,United States,Mudslide,unknown
5945,03/12/2014,,,12:00:00,United States,Landslide,unknown
5948,3/13/14,,,,United States,Landslide,Continuous rain
5950,3/14/14,,,19:00:00,United States,Landslide,unknown
5951,3/15/14,,,Morning,United States,Landslide,unknown
5957,3/13/14,,,8:30,Colombia,Mudslide,Continuous rain
5959,3/16/14,,,,Colombia,mudslide,Continuous rain
5960,3/16/14,,,,Colombia,mudslide,Continuous rain
5961,3/17/14,,,14:20:00,United States,mudslide,unknown
5967,3/20/14,,,Morning,United States,Mudslide,Continuous rain
5973,3/26/14,,,,United States,Landslide,unknown
5977,3/29/14,,,Night,United States,Mudslide,Rain
5981,04/04/2014,,,,United States,Landslide,Rain
5983,04/06/2014,,,18:30:00,United States,Landslide,Rain
5985,04/07/2014,,,Morning,United States,Mudslide,Downpour
5987,04/08/2014,,,4:00:00,United States,Landslide,Rain
5988,04/09/2014,,,Morning,United States,Mudslide,Rain
5992,04/12/2014,,,19:00:00,United States,Mudslide,Rain
5993,04/12/2014,,,12:00:00,United States,Mudslide,Rain
6002,05/01/2014,,,2:15,United States,Landslide,Rain
6003,4/30/14,,,16:00:00,United States,Landslide,Downpour
6004,4/30/14,,,Night,United States,Mudslide,Rain
6006,05/01/2014,,,,United States,Mudslide,Rain
6007,4/30/14,,,Night,United States,Mudslide,Downpour
6023,5/13/14,,,9:30:00,United States,Landslide,Rain
6026,5/15/14,,,Morning,United States,Landslide,Rain
6028,5/16/14,,,,United States,Mudslide,Rain
6038,5/25/14,,,,United States,Complex,Rain
6039,5/27/14,,,16:00:00,United States,Mudslide,Rain
6040,5/30/14,,,18:00,Guatemala,Mudslide,Downpour
6045,06/01/2014,,,,United States,Mudslide,Continuous rain
6046,06/01/2014,,,,United States,Mudslide,Downpour
6049,06/05/2014,,,,United States,Mudslide,Downpour
6052,06/10/2014,,,,United States,Landslide,Rain
6058,6/15/14,,,8:00:00,United States,Landslide,Continuous rain
6064,6/18/14,,,Morning,United States,Mudslide,Downpour
6066,6/18/14,,,,United States,Mudslide,Rain
6067,6/18/14,,,Morning,United States,Landslide,Downpour
6071,6/19/14,,,,United States,Mudslide,Continuous rain
6072,6/19/14,,,,United States,Mudslide,Continuous rain
6073,6/19/14,,,Night,United States,Mudslide,Continuous rain
6076,6/19/14,,,19:00:00,United States,Mudslide,Continuous rain
6079,6/20/14,,,,United States,Mudslide,Continuous rain
6080,6/20/14,,,Morning,United States,Mudslide,Continuous rain
6083,6/20/14,,,,United States,Mudslide,Rain
6088,6/23/14,,,,United States,Mudslide,Downpour
6089,6/23/14,,,,Nicaragua,Landslide,Continuous rain
6090,6/23/14,,,,Nicaragua,Landslide,Continuous rain
6091,6/23/14,,,,Nicaragua,Landslide,Continuous rain
6092,6/23/14,,,,Nicaragua,Landslide,Continuous rain
6093,6/23/14,,,,Nicaragua,Landslide,Continuous rain
6094,6/23/14,,,,Nicaragua,Landslide,Continuous rain
6095,6/23/14,,,,Nicaragua,Landslide,Continuous rain
6096,6/23/14,,,,Nicaragua,Landslide,Continuous rain
6097,6/23/14,,,,Nicaragua,Landslide,Continuous rain
6098,6/23/14,,,,Nicaragua,Landslide,Continuous rain
6099,6/23/14,,,,Nicaragua,Landslide,Continuous rain
6100,6/23/14,,,,Nicaragua,Landslide,Continuous rain
6101,6/23/14,,,,Nicaragua,Landslide,Continuous rain
6102,6/23/14,,,,Nicaragua,Landslide,Continuous rain
6103,6/25/14,,,,United States,Mudslide,Rain
6109,6/27/14,,,Morning,United States,Mudslide,Rain
6114,6/29/14,,,Night,United States,Mudslide,Rain
6122,07/02/2014,,,Morning,Mexico,Landslide,Rain
6123,07/02/2014,,,16:30,Honduras,Landslide,Mining digging
6128,07/07/2014,,,,United States,Mudslide,Continuous rain
6137,07/12/2014,,,Afternoon,United States,Mudslide,Rain
6148,7/15/14,,,Afternoon,United States,Mudslide,Rain
6149,7/15/14,,,16:30:00,United States,Mudslide,Rain
6161,7/19/14,,,,United States,Mudslide,Downpour
6166,7/20/14,,,,United States,Mudslide,Downpour
6185,7/28/14,,,16:00:00,United States,Mudslide,Rain
6201,08/03/2014,,,15:30,United States,Mudslide,Continuous rain
6202,5/20/14,,,,Honduras,Landslide,Rain
6216,10/04/2014,,,,Costa Rica,Landslide,Rain
6219,10/07/2014,,,,Colombia,Landslide,Rain
6221,9/24/14,,,,United States,Landslide,Unknown
6226,4/17/14,,,evening,United States,Creep,Snowfall snowmelt
6246,10/14/14,,,,United States,Landslide,Downpour
6251,10/13/14,,,Night,El Salvador,Rockfall,Earthquake
6253,06/01/2007,,,,United States,Landslide,Unknown
6254,5/15/14,,,Night,United States,Landslide,Continuous rain
6257,08/05/2014,,,6:00,United States,Landslide,Downpour
6269,10/18/14,,,,Mexico,Landslide,Tropical cyclone
6270,10/16/14,,,Night,Nicaragua,Mudslide,Downpour
6278,5/15/14,,,,United States,Mudslide,Downpour
6297,9/19/14,,,Afternoon,Costa Rica,Landslide,Rain
6301,10/23/14,,,Morning,Trinidad and Tobago,Mudslide,Downpour
6303,06/11/2009,,,,United States,Landslide,Flooding
6308,10/20/14,,,19:33,Ecuador,Rockfall,Earthquake
6309,10/21/14,,,3:00,Colombia,Rockfall,Rain
6318,9/16/14,,,,United States,Debris flow,Rain
6319,09/07/2014,,,,United States,Debris flow,Rain
6335,11/01/2014,,,1:23,Costa Rica,Landslide,Earthquake
6342,1/15/14,,,,United States,Rockfall,Unknown
6345,09/08/2014,,,0:15,Jamaica,Mudslide,Downpour
6362,11/04/2014,,,,United States,Landslide,Mining digging
6367,09/03/2014,,,Night,United States,Mudslide,Rain
6368,08/04/2014,,,,United States,Landslide,Rain
6372,8/23/14,,,,United States,Rockfall,Unknown
6382,11/09/2014,,,,United States,Landslide,Construction
6388,11/17/14,,,2:00,United States,Landslide,Downpour
6390,11/21/14,,,3:23,United States,Landslide,Rain
6395,4/18/13,,,,United States,Landslide,Rain
6396,4/18/13,,,,United States,Landslide,Rain
6404,11/28/14,,,8:30,Canada,Landslide,Unknown
6417,8/28/14,,,Morning,Nicaragua,Landslide,Downpour
6421,12/04/2014,,,Unknown,United States,Debris flow,Rain
6422,12/04/2014,,,1:00,United States,Mudslide,Downpour
6423,12/03/2014,,,,United States,Mudslide,Rain
6430,08/03/2014,,,,United States,Mudslide,Downpour
6446,08/01/2014,,,16:30,United States,Mudslide,Rain
6456,12/09/2014,,,17:15,United States,Mudslide,Rain
6464,08/10/2014,,,,United States,Mudslide,Downpour
6468,08/10/2014,,,18:44,United States,Mudslide,Downpour
6469,08/10/2014,,,18:44,United States,Mudslide,Downpour
6471,08/11/2014,,,Night,United States,Mudslide,Downpour
6485,08/12/2014,,,13:00,Ecuador,Rockfall,Earthquake
6486,08/12/2014,,,15:00,Ecuador,Rockfall,Earthquake
6491,12/06/2014,,,,United States,Landslide,Continuous rain
6505,12/13/14,,,20:30,Ecuador,Mudslide,Unknown
6506,8/13/14,,,19:00,United States,Mudslide,Rain
6507,8/14/14,,,Afternoon,United States,Debris flow,Downpour
6508,8/14/14,,,evening,United States,Creep,Downpour
6509,08/12/2014,,,Afternoon,United States,Debris flow,Downpour
6533,8/18/14,,,,United States,Mudslide,Downpour
6542,8/21/14,,,21:30,United States,Mudslide,Downpour
6543,8/21/14,,,22:30,Costa Rica,Mudslide,Unknown
6547,8/22/14,,,21:30,United States,Mudslide,Downpour
6579,12/21/14,,,,Colombia,Mudslide,Rain
6581,1/16/14,,,,United States,Landslide,Unknown
6585,05/11/2008,,,5:45,United States,Other,Continuous rain
6586,10/20/14,,,,Guatemala,Landslide,Rain
6591,01/04/2014,,,,Brazil,Riverbank collapse,Unknown
6603,12/25/14,,,,Canada,Landslide,Unknown
6607,12/27/14,,,18:45,United States,Rockfall,Unknown
6617,01/03/2015,,,0:34,United States,Rockfall,Earthquake
6660,7/28/14,,,,Guatemala,Landslide,Rain
6661,9/23/14,,,14:30,Guatemala,Landslide,Rain
6662,12/20/14,,,11:30,Guatemala,Landslide,Rain
6663,5/21/14,,,,United States,Other,Rain
6664,03/12/2014,,,Night,Guatemala,Landslide,Downpour
6665,07/04/2014,,,,Guatemala,Landslide,Downpour
6666,9/27/14,,,,Guatemala,Landslide,Downpour
6667,10/31/14,,,2:00,Guatemala,Landslide,Downpour
6668,6/24/14,,,,Guatemala,Landslide,Rain
6669,9/27/14,,,,Guatemala,Landslide,Rain
6670,11/14/14,,,,Colombia,Landslide,Unknown
6672,10/13/14,,,,Honduras,Landslide,Downpour
6673,08/10/2014,,,10:00,Costa Rica,Rockfall,Rain
6674,9/29/14,,,7:40,Ecuador,Rockfall,Unknown
6675,5/22/14,,,Night,El Salvador,Debris flow,Rain
6679,4/21/14,,,Afternoon,El Salvador,Landslide,Unknown
6680,4/30/14,,,4:30,Ecuador,Landslide,Downpour
6681,10/15/14,,,,El Salvador,Landslide,Continuous rain
6682,10/15/14,,,,El Salvador,Landslide,Continuous rain
6683,10/15/14,,,,El Salvador,Landslide,Continuous rain
6684,10/15/14,,,,El Salvador,Landslide,Continuous rain
6685,10/12/2014,,,,El Salvador,Landslide,Rain
6686,10/12/2014,,,,El Salvador,Landslide,Rain
6687,10/12/2014,,,,El Salvador,Other,Rain
6688,01/05/2014,,,Night,Mexico,Landslide,Rain
6689,7/31/14,,,Night,Honduras,Landslide,Unknown
6690,11/19/14,,,,Peru,Landslide,Downpour
6691,10/14/14,,,Night,Honduras,Landslide,Rain
6692,11/23/14,,,Afternoon,Nicaragua,Landslide,Unknown
6693,10/09/2014,,,,Nicaragua,Landslide,Rain
6694,10/09/2014,,,,Nicaragua,Landslide,Rain
6695,9/13/14,,,,Costa Rica,Landslide,Rain
6696,12/13/14,,,Night,Costa Rica,Landslide,Unknown
6697,11/03/2014,,,,Costa Rica,Landslide,Rain
6698,9/19/14,,,,Costa Rica,Landslide,Rain
6699,09/12/2014,,,,Panama,Landslide,Rain
6700,9/25/14,,,,Panama,Landslide,Downpour
6701,9/14/14,,,Morning,Panama,Other,Rain
6702,05/09/2014,,,,Panama,Landslide,Downpour
6703,6/17/14,,,,Panama,Mudslide,Unknown
6704,8/17/14,,,Afternoon,Panama,Landslide,Downpour
6705,6/24/14,,,,Panama,Landslide,Unknown
6706,08/03/2014,,,,Dominican Republic,Landslide,Tropical cyclone
6707,11/07/2014,,,,Dominican Republic,Landslide,Rain
6708,5/18/14,,,16:30,Puerto Rico,Other,Rain
6709,9/24/14,,,,Puerto Rico,Landslide,Downpour
6710,8/24/14,,,3:00,Puerto Rico,Landslide,Downpour
6711,8/24/14,,,,Puerto Rico,Landslide,Downpour
6712,11/07/2014,,,Afternoon,Puerto Rico,Landslide,Unknown
6713,11/01/2014,,,,Haiti,Landslide,Downpour
6722,5/27/14,,,,Haiti,Landslide,Continuous rain
6731,1/21/15,,,,United States,Rockfall,Unknown
6735,1/28/15,,,23:00,Costa Rica,Landslide,Continuous rain
6738,02/01/2015,,,10:05,United States,Rockfall,Unknown
6747,02/06/2015,,,Afternoon,Costa Rica,Mudslide,Downpour
6787,2/21/15,,,,United States,Landslide,Unknown
6791,2/21/15,,,,United States,Landslide,Snowfall snowmelt
6796,2/21/15,,,Night,United States,Mudslide,Snowfall snowmelt
6801,2/23/15,,,Morning,United States,Rockfall,Snowfall snowmelt
6809,03/02/2015,,,Morning,United States,Mudslide,Snowfall snowmelt
6811,03/04/2015,,,Morning,United States,Mudslide,Rain
6815,03/04/2015,,,,United States,Mudslide,Rain
6816,03/04/2015,,,,United States,Mudslide,Rain
6817,03/05/2015,,,,United States,Mudslide,Snowfall snowmelt
6818,03/04/2015,,,,United States,Mudslide,Rain
6819,03/04/2015,,,,United States,Mudslide,Rain
6820,03/04/2015,,,21:00,United States,Mudslide,Downpour
6821,03/04/2015,,,,United States,Other,Rain
6822,03/04/2015,,,,United States,Other,Rain
6823,03/04/2015,,,21:00,United States,Other,Rain
6824,03/04/2015,,,,United States,Mudslide,Rain
6825,03/03/2015,,,Night,United States,Mudslide,Rain
6828,03/03/2015,,,,Peru,Landslide,Downpour
6829,03/04/2015,,,,Peru,Mudslide,Rain
6831,03/06/2015,,,Morning,United States,Mudslide,Snowfall snowmelt
6832,03/05/2015,,,22:30,United States,Mudslide,Rain
6833,03/04/2015,,,,United States,Mudslide,Rain
6834,03/05/2015,,,5:00,United States,Mudslide,Rain
6835,03/04/2015,,,Night,United States,Mudslide,Snowfall snowmelt
6836,03/05/2015,,,Morning,United States,Mudslide,Rain
6837,03/05/2015,,,Night,United States,Mudslide,Rain
6838,03/05/2015,,,Afternoon,United States,Landslide,Rain
6843,03/09/2015,,,,United States,Mudslide,Unknown
6844,03/09/2015,,,,United States,Mudslide,Unknown
6845,03/07/2015,,,Afternoon,United States,Mudslide,Rain
6848,03/04/2015,,,23:59,United States,Mudslide,Rain
6850,03/10/2015,,,15:00,United States,Mudslide,Rain
6853,03/09/2015,,,Afternoon,United States,Landslide,Rain
6854,03/10/2015,,,13:00,United States,Mudslide,Unknown
6855,03/10/2015,,,Afternoon,United States,Mudslide,Rain
6858,03/10/2015,,,,United States,Mudslide,Continuous rain
6859,03/12/2015,,,11:50,United States,Landslide,Rain
6860,03/11/2015,,,Afternoon,United States,Rockfall,Continuous rain
6861,03/11/2015,,,Afternoon,United States,Mudslide,Continuous rain
6862,03/12/2015,,,4:00,United States,Mudslide,Unknown
6875,3/15/15,,,13:30,United States,Other,Unknown
6879,3/17/15,,,,United States,Unknown,Unknown
6886,3/17/15,,,,United States,Mudslide,Unknown
6888,3/18/15,,,Morning,United States,Landslide,Unknown
6893,3/18/15,,,Night,Ecuador,Landslide,Continuous rain
6900,3/18/15,,,,Ecuador,Landslide,Continuous rain
6901,3/18/15,,,,Ecuador,Landslide,Continuous rain
6902,3/18/15,,,,Ecuador,Landslide,Continuous rain
